AL1603-395 0039,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0040,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0041,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0042,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0043,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0044,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0045,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0046,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0047,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0048,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0049,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0050,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0051,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0052,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0053,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0054,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0055,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0056,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0057,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0058,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0059,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0060,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0061,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0062,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0063,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0064,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0065,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0066,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0067,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0068,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0069,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0070,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0071,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0072,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0073,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0074,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0075,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0076,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0077,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0078,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0079,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0080,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0081,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0082,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0083,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0084,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0085,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0086,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0087,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0088,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0089,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0090,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0091,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0092,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0093,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0094,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0095,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0096,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0097,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0098,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0099,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0100,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0101,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0102,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0103,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0104,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0105,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0106,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0107,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0108,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0109,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0110,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0111,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0112,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0113,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0114,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0115,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0116,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0117,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0118,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0119,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0120,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0121,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0122,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0123,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0124,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
AL1603-395 0125,FL0280306410,0114448619,BA9598,04.5  05  05.5  06  06.5  07  07.5  08  08.5,1  1  2  2  2  1  1  1  1
