KHPO	Date	JSON	Status	ResponseText
523104333	2026-09-07	{"date":"2026-09-07","databaseType":"A","poList":["523104333"]}	200	{"code":200,"data":[{"date":"2026-09-07","poNumber":"523104333","poType":"PO","factoryCode":"FE12","factoryName":"FT-YS","status":"002","statusMessage":"Normal","styleNumber":"1181351","styleName":"W BONDI 10","colorCode":"WMC","season":"S27","shipId":"70414578","poCompletionQuantity":1444,"poQuantity":1584,"logType":"1d","brand":"HOKA","confirmXFDate":"2026-10-26","milestoneList":[{"stageCode":"RM0-1","completionQuantity":1584,"sizeList":[{"sizeNumber":"04B","sizeCompletionQuantity":1,"sizeTargetQuantity":1},{"sizeNumber":"04.5B","sizeCompletionQuantity":5,"sizeTargetQuantity":5},{"sizeNumber":"05B","sizeCompletionQuantity":44,"sizeTargetQuantity":44},{"sizeNumber":"05.5B","sizeCompletionQuantity":65,"sizeTargetQuantity":65},{"sizeNumber":"06B","sizeCompletionQuantity":125,"sizeTargetQuantity":125},{"sizeNumber":"06.5B","sizeCompletionQuantity":54,"sizeTargetQuantity":54},{"sizeNumber":"07B","sizeCompletionQuantity":276,"sizeTargetQuantity":276},{"sizeNumber":"07.5B","sizeCompletionQuantity":163,"sizeTargetQuantity":163},{"sizeNumber":"08B","sizeCompletionQuantity":265,"sizeTargetQuantity":265},{"sizeNumber":"08.5B","sizeCompletionQuantity":145,"sizeTargetQuantity":145},{"sizeNumber":"09B","sizeCompletionQuantity":249,"sizeTargetQuantity":249},{"sizeNumber":"09.5B","sizeCompletionQuantity":73,"sizeTargetQuantity":73},{"sizeNumber":"10B","sizeCompletionQuantity":75,"sizeTargetQuantity":75},{"sizeNumber":"10.5B","sizeCompletionQuantity":6,"sizeTargetQuantity":6},{"sizeNumber":"11B","sizeCompletionQuantity":30,"sizeTargetQuantity":30},{"sizeNumber":"12B","sizeCompletionQuantity":8,"sizeTargetQuantity":8}]},{"stageCode":"RM0-3","completionQuantity":1584,"sizeList":[{"sizeNumber":"04B","sizeCompletionQuantity":1,"sizeTargetQuantity":1},{"sizeNumber":"04.5B","sizeCompletionQuantity":5,"sizeTargetQuantity":5},{"sizeNumber":"05B","sizeCompletionQuantity":44,"sizeTargetQuantity":44},{"sizeNumber":"05.5B","sizeCompletionQuantity":65,"sizeTargetQuantity":65},{"sizeNumber":"06B","sizeCompletionQuantity":125,"sizeTargetQuantity":125},{"sizeNumber":"06.5B","sizeCompletionQuantity":54,"sizeTargetQuantity":54},{"sizeNumber":"07B","sizeCompletionQuantity":276,"sizeTargetQuantity":276},{"sizeNumber":"07.5B","sizeCompletionQuantity":163,"sizeTargetQuantity":163},{"sizeNumber":"08B","sizeCompletionQuantity":265,"sizeTargetQuantity":265},{"sizeNumber":"08.5B","sizeCompletionQuantity":145,"sizeTargetQuantity":145},{"sizeNumber":"09B","sizeCompletionQuantity":249,"sizeTargetQuantity":249},{"sizeNumber":"09.5B","sizeCompletionQuantity":73,"sizeTargetQuantity":73},{"sizeNumber":"10B","sizeCompletionQuantity":75,"sizeTargetQuantity":75},{"sizeNumber":"10.5B","sizeCompletionQuantity":6,"sizeTargetQuantity":6},{"sizeNumber":"11B","sizeCompletionQuantity":30,"sizeTargetQuantity":30},{"sizeNumber":"12B","sizeCompletionQuantity":8,"sizeTargetQuantity":8}]},{"stageCode":"WIP3-1","completionQuantity":1584,"sizeList":[{"sizeNumber":"04B","sizeCompletionQuantity":1,"sizeTargetQuantity":1},{"sizeNumber":"04.5B","sizeCompletionQuantity":5,"sizeTargetQuantity":5},{"sizeNumber":"05B","sizeCompletionQuantity":44,"sizeTargetQuantity":44},{"sizeNumber":"05.5B","sizeCompletionQuantity":65,"sizeTargetQuantity":65},{"sizeNumber":"06B","sizeCompletionQuantity":125,"sizeTargetQuantity":125},{"sizeNumber":"06.5B","sizeCompletionQuantity":54,"sizeTargetQuantity":54},{"sizeNumber":"07B","sizeCompletionQuantity":276,"sizeTargetQuantity":276},{"sizeNumber":"07.5B","sizeCompletionQuantity":163,"sizeTargetQuantity":163},{"sizeNumber":"08B","sizeCompletionQuantity":265,"sizeTargetQuantity":265},{"sizeNumber":"08.5B","sizeCompletionQuantity":145,"sizeTargetQuantity":145},{"sizeNumber":"09B","sizeCompletionQuantity":249,"sizeTargetQuantity":249},{"sizeNumber":"09.5B","sizeCompletionQuantity":73,"sizeTargetQuantity":73},{"sizeNumber":"10B","sizeCompletionQuantity":75,"sizeTargetQuantity":75},{"sizeNumber":"10.5B","sizeCompletionQuantity":6,"sizeTargetQuantity":6},{"sizeNumber":"11B","sizeCompletionQuantity":30,"sizeTargetQuantity":30},{"sizeNumber":"12B","sizeCompletionQuantity":8,"sizeTargetQuantity":8}]},{"stageCode":"WIP3-3","completionQuantity":1584,"sizeList":[{"sizeNumber":"04B","sizeCompletionQuantity":1,"sizeTargetQuantity":1},{"sizeNumber":"04.5B","sizeCompletionQuantity":5,"sizeTargetQuantity":5},{"sizeNumber":"05B","sizeCompletionQuantity":44,"sizeTargetQuantity":44},{"sizeNumber":"05.5B","sizeCompletionQuantity":65,"sizeTargetQuantity":65},{"sizeNumber":"06B","sizeCompletionQuantity":125,"sizeTargetQuantity":125},{"sizeNumber":"06.5B","sizeCompletionQuantity":54,"sizeTargetQuantity":54},{"sizeNumber":"07B","sizeCompletionQuantity":276,"sizeTargetQuantity":276},{"sizeNumber":"07.5B","sizeCompletionQuantity":163,"sizeTargetQuantity":163},{"sizeNumber":"08B","sizeCompletionQuantity":265,"sizeTargetQuantity":265},{"sizeNumber":"08.5B","sizeCompletionQuantity":145,"sizeTargetQuantity":145},{"sizeNumber":"09B","sizeCompletionQuantity":249,"sizeTargetQuantity":249},{"sizeNumber":"09.5B","sizeCompletionQuantity":73,"sizeTargetQuantity":73},{"sizeNumber":"10B","sizeCompletionQuantity":75,"sizeTargetQuantity":75},{"sizeNumber":"10.5B","sizeCompletionQuantity":6,"sizeTargetQuantity":6},{"sizeNumber":"11B","sizeCompletionQuantity":30,"sizeTargetQuantity":30},{"sizeNumber":"12B","sizeCompletionQuantity":8,"sizeTargetQuantity":8}]},{"stageCode":"WIP6","completionQuantity":1584,"sizeList":[{"sizeNumber":"04B","sizeCompletionQuantity":1,"sizeTargetQuantity":1},{"sizeNumber":"04.5B","sizeCompletionQuantity":5,"sizeTargetQuantity":5},{"sizeNumber":"05B","sizeCompletionQuantity":44,"sizeTargetQuantity":44},{"sizeNumber":"05.5B","sizeCompletionQuantity":65,"sizeTargetQuantity":65},{"sizeNumber":"06B","sizeCompletionQuantity":125,"sizeTargetQuantity":125},{"sizeNumber":"06.5B","sizeCompletionQuantity":54,"sizeTargetQuantity":54},{"sizeNumber":"07B","sizeCompletionQuantity":276,"sizeTargetQuantity":276},{"sizeNumber":"07.5B","sizeCompletionQuantity":163,"sizeTargetQuantity":163},{"sizeNumber":"08B","sizeCompletionQuantity":265,"sizeTargetQuantity":265},{"sizeNumber":"08.5B","sizeCompletionQuantity":145,"sizeTargetQuantity":145},{"sizeNumber":"09B","sizeCompletionQuantity":249,"sizeTargetQuantity":249},{"sizeNumber":"09.5B","sizeCompletionQuantity":73,"sizeTargetQuantity":73},{"sizeNumber":"10B","sizeCompletionQuantity":75,"sizeTargetQuantity":75},{"sizeNumber":"10.5B","sizeCompletionQuantity":6,"sizeTargetQuantity":6},{"sizeNumber":"11B","sizeCompletionQuantity":30,"sizeTargetQuantity":30},{"sizeNumber":"12B","sizeCompletionQuantity":8,"sizeTargetQuantity":8}]},{"stageCode":"WIP8","completionQuantity":1444,"sizeList":[{"sizeNumber":"04B","sizeCompletionQuantity":0,"sizeTargetQuantity":1},{"sizeNumber":"04.5B","sizeCompletionQuantity":0,"sizeTargetQuantity":5},{"sizeNumber":"05B","sizeCompletionQuantity":3,"sizeTargetQuantity":44},{"sizeNumber":"05.5B","sizeCompletionQuantity":14,"sizeTargetQuantity":65},{"sizeNumber":"06B","sizeCompletionQuantity":104,"sizeTargetQuantity":125},{"sizeNumber":"06.5B","sizeCompletionQuantity":54,"sizeTargetQuantity":54},{"sizeNumber":"07B","sizeCompletionQuantity":276,"sizeTargetQuantity":276},{"sizeNumber":"07.5B","sizeCompletionQuantity":163,"sizeTargetQuantity":163},{"sizeNumber":"08B","sizeCompletionQuantity":264,"sizeTargetQuantity":265},{"sizeNumber":"08.5B","sizeCompletionQuantity":145,"sizeTargetQuantity":145},{"sizeNumber":"09B","sizeCompletionQuantity":234,"sizeTargetQuantity":249},{"sizeNumber":"09.5B","sizeCompletionQuantity":73,"sizeTargetQuantity":73},{"sizeNumber":"10B","sizeCompletionQuantity":75,"sizeTargetQuantity":75},{"sizeNumber":"10.5B","sizeCompletionQuantity":6,"sizeTargetQuantity":6},{"sizeNumber":"11B","sizeCompletionQuantity":28,"sizeTargetQuantity":30},{"sizeNumber":"12B","sizeCompletionQuantity":5,"sizeTargetQuantity":8}]},{"stageCode":"FG10","completionQuantity":1344,"sizeList":[{"sizeNumber":"08B","sizeCompletionQuantity":240,"sizeTargetQuantity":265},{"sizeNumber":"05B","sizeCompletionQuantity":0,"sizeTargetQuantity":44},{"sizeNumber":"07.5B","sizeCompletionQuantity":156,"sizeTargetQuantity":163},{"sizeNumber":"11B","sizeCompletionQuantity":24,"sizeTargetQuantity":30},{"sizeNumber":"04.5B","sizeCompletionQuantity":0,"sizeTargetQuantity":5},{"sizeNumber":"07B","sizeCompletionQuantity":276,"sizeTargetQuantity":276},{"sizeNumber":"08.5B","sizeCompletionQuantity":144,"sizeTargetQuantity":145},{"sizeNumber":"12B","sizeCompletionQuantity":2,"sizeTargetQuantity":8},{"sizeNumber":"10B","sizeCompletionQuantity":69,"sizeTargetQuantity":75},{"sizeNumber":"10.5B","sizeCompletionQuantity":6,"sizeTargetQuantity":6},{"sizeNumber":"04B","sizeCompletionQuantity":0,"sizeTargetQuantity":1},{"sizeNumber":"05.5B","sizeCompletionQuantity":0,"sizeTargetQuantity":65},{"sizeNumber":"06B","sizeCompletionQuantity":90,"sizeTargetQuantity":125},{"sizeNumber":"09B","sizeCompletionQuantity":228,"sizeTargetQuantity":249},{"sizeNumber":"06.5B","sizeCompletionQuantity":48,"sizeTargetQuantity":54},{"sizeNumber":"09.5B","sizeCompletionQuantity":61,"sizeTargetQuantity":73}]},{"stageCode":"FG14","completionQuantity":0,"sizeList":[{"sizeNumber":"08B","sizeCompletionQuantity":0,"sizeTargetQuantity":265},{"sizeNumber":"11B","sizeCompletionQuantity":0,"sizeTargetQuantity":30},{"sizeNumber":"07.5B","sizeCompletionQuantity":0,"sizeTargetQuantity":163},{"sizeNumber":"04.5B","sizeCompletionQuantity":0,"sizeTargetQuantity":5},{"sizeNumber":"07B","sizeCompletionQuantity":0,"sizeTargetQuantity":276},{"sizeNumber":"08.5B","sizeCompletionQuantity":0,"sizeTargetQuantity":145},{"sizeNumber":"12B","sizeCompletionQuantity":0,"sizeTargetQuantity":8},{"sizeNumber":"05B","sizeCompletionQuantity":0,"sizeTargetQuantity":44},{"sizeNumber":"10B","sizeCompletionQuantity":0,"sizeTargetQuantity":75},{"sizeNumber":"10.5B","sizeCompletionQuantity":0,"sizeTargetQuantity":6},{"sizeNumber":"04B","sizeCompletionQuantity":0,"sizeTargetQuantity":1},{"sizeNumber":"05.5B","sizeCompletionQuantity":0,"sizeTargetQuantity":65},{"sizeNumber":"06B","sizeCompletionQuantity":0,"sizeTargetQuantity":125},{"sizeNumber":"09B","sizeCompletionQuantity":0,"sizeTargetQuantity":249},{"sizeNumber":"06.5B","sizeCompletionQuantity":0,"sizeTargetQuantity":54},{"sizeNumber":"09.5B","sizeCompletionQuantity":0,"sizeTargetQuantity":73}]}],"XFDetail":[]}],"message":"success"}
523103429	2026-09-07	{"date":"2026-09-07","databaseType":"A","poList":["523103429"]}	200	{"code":200,"data":[{"date":"2026-09-07","poNumber":"523103429","poType":"PO","factoryCode":"FE12","factoryName":"FT-YS","status":"002","statusMessage":"Normal","styleNumber":"1181350","styleName":"M BONDI 10","colorCode":"WMR","season":"S27","shipId":"70414578","poCompletionQuantity":1408,"poQuantity":1469,"logType":"1d","brand":"HOKA","confirmXFDate":"2026-10-26","milestoneList":[{"stageCode":"RM0-1","completionQuantity":1469,"sizeList":[{"sizeNumber":"07D","sizeCompletionQuantity":31,"sizeTargetQuantity":31},{"sizeNumber":"07.5D","sizeCompletionQuantity":33,"sizeTargetQuantity":33},{"sizeNumber":"08D","sizeCompletionQuantity":119,"sizeTargetQuantity":119},{"sizeNumber":"08.5D","sizeCompletionQuantity":158,"sizeTargetQuantity":158},{"sizeNumber":"09D","sizeCompletionQuantity":178,"sizeTargetQuantity":178},{"sizeNumber":"09.5D","sizeCompletionQuantity":223,"sizeTargetQuantity":223},{"sizeNumber":"10D","sizeCompletionQuantity":228,"sizeTargetQuantity":228},{"sizeNumber":"10.5D","sizeCompletionQuantity":133,"sizeTargetQuantity":133},{"sizeNumber":"11D","sizeCompletionQuantity":181,"sizeTargetQuantity":181},{"sizeNumber":"11.5D","sizeCompletionQuantity":58,"sizeTargetQuantity":58},{"sizeNumber":"12D","sizeCompletionQuantity":67,"sizeTargetQuantity":67},{"sizeNumber":"12.5D","sizeCompletionQuantity":23,"sizeTargetQuantity":23},{"sizeNumber":"13D","sizeCompletionQuantity":24,"sizeTargetQuantity":24},{"sizeNumber":"14D","sizeCompletionQuantity":7,"sizeTargetQuantity":7},{"sizeNumber":"15D","sizeCompletionQuantity":4,"sizeTargetQuantity":4},{"sizeNumber":"16D","sizeCompletionQuantity":2,"sizeTargetQuantity":2}]},{"stageCode":"RM0-3","completionQuantity":1469,"sizeList":[{"sizeNumber":"07D","sizeCompletionQuantity":31,"sizeTargetQuantity":31},{"sizeNumber":"07.5D","sizeCompletionQuantity":33,"sizeTargetQuantity":33},{"sizeNumber":"08D","sizeCompletionQuantity":119,"sizeTargetQuantity":119},{"sizeNumber":"08.5D","sizeCompletionQuantity":158,"sizeTargetQuantity":158},{"sizeNumber":"09D","sizeCompletionQuantity":178,"sizeTargetQuantity":178},{"sizeNumber":"09.5D","sizeCompletionQuantity":223,"sizeTargetQuantity":223},{"sizeNumber":"10D","sizeCompletionQuantity":228,"sizeTargetQuantity":228},{"sizeNumber":"10.5D","sizeCompletionQuantity":133,"sizeTargetQuantity":133},{"sizeNumber":"11D","sizeCompletionQuantity":181,"sizeTargetQuantity":181},{"sizeNumber":"11.5D","sizeCompletionQuantity":58,"sizeTargetQuantity":58},{"sizeNumber":"12D","sizeCompletionQuantity":67,"sizeTargetQuantity":67},{"sizeNumber":"12.5D","sizeCompletionQuantity":23,"sizeTargetQuantity":23},{"sizeNumber":"13D","sizeCompletionQuantity":24,"sizeTargetQuantity":24},{"sizeNumber":"14D","sizeCompletionQuantity":7,"sizeTargetQuantity":7},{"sizeNumber":"15D","sizeCompletionQuantity":4,"sizeTargetQuantity":4},{"sizeNumber":"16D","sizeCompletionQuantity":2,"sizeTargetQuantity":2}]},{"stageCode":"WIP3-1","completionQuantity":1467,"sizeList":[{"sizeNumber":"07D","sizeCompletionQuantity":31,"sizeTargetQuantity":31},{"sizeNumber":"07.5D","sizeCompletionQuantity":33,"sizeTargetQuantity":33},{"sizeNumber":"08D","sizeCompletionQuantity":119,"sizeTargetQuantity":119},{"sizeNumber":"08.5D","sizeCompletionQuantity":158,"sizeTargetQuantity":158},{"sizeNumber":"09D","sizeCompletionQuantity":178,"sizeTargetQuantity":178},{"sizeNumber":"09.5D","sizeCompletionQuantity":223,"sizeTargetQuantity":223},{"sizeNumber":"10D","sizeCompletionQuantity":228,"sizeTargetQuantity":228},{"sizeNumber":"10.5D","sizeCompletionQuantity":133,"sizeTargetQuantity":133},{"sizeNumber":"11D","sizeCompletionQuantity":181,"sizeTargetQuantity":181},{"sizeNumber":"11.5D","sizeCompletionQuantity":58,"sizeTargetQuantity":58},{"sizeNumber":"12D","sizeCompletionQuantity":67,"sizeTargetQuantity":67},{"sizeNumber":"12.5D","sizeCompletionQuantity":23,"sizeTargetQuantity":23},{"sizeNumber":"13D","sizeCompletionQuantity":24,"sizeTargetQuantity":24},{"sizeNumber":"14D","sizeCompletionQuantity":7,"sizeTargetQuantity":7},{"sizeNumber":"15D","sizeCompletionQuantity":4,"sizeTargetQuantity":4},{"sizeNumber":"16D","sizeCompletionQuantity":0,"sizeTargetQuantity":2}]},{"stageCode":"WIP3-3","completionQuantity":1469,"sizeList":[{"sizeNumber":"07D","sizeCompletionQuantity":31,"sizeTargetQuantity":31},{"sizeNumber":"07.5D","sizeCompletionQuantity":33,"sizeTargetQuantity":33},{"sizeNumber":"08D","sizeCompletionQuantity":119,"sizeTargetQuantity":119},{"sizeNumber":"08.5D","sizeCompletionQuantity":158,"sizeTargetQuantity":158},{"sizeNumber":"09D","sizeCompletionQuantity":178,"sizeTargetQuantity":178},{"sizeNumber":"09.5D","sizeCompletionQuantity":223,"sizeTargetQuantity":223},{"sizeNumber":"10D","sizeCompletionQuantity":228,"sizeTargetQuantity":228},{"sizeNumber":"10.5D","sizeCompletionQuantity":133,"sizeTargetQuantity":133},{"sizeNumber":"11D","sizeCompletionQuantity":181,"sizeTargetQuantity":181},{"sizeNumber":"11.5D","sizeCompletionQuantity":58,"sizeTargetQuantity":58},{"sizeNumber":"12D","sizeCompletionQuantity":67,"sizeTargetQuantity":67},{"sizeNumber":"12.5D","sizeCompletionQuantity":23,"sizeTargetQuantity":23},{"sizeNumber":"13D","sizeCompletionQuantity":24,"sizeTargetQuantity":24},{"sizeNumber":"14D","sizeCompletionQuantity":7,"sizeTargetQuantity":7},{"sizeNumber":"15D","sizeCompletionQuantity":4,"sizeTargetQuantity":4},{"sizeNumber":"16D","sizeCompletionQuantity":2,"sizeTargetQuantity":2}]},{"stageCode":"WIP6","completionQuantity":1463,"sizeList":[{"sizeNumber":"07D","sizeCompletionQuantity":31,"sizeTargetQuantity":31},{"sizeNumber":"07.5D","sizeCompletionQuantity":33,"sizeTargetQuantity":33},{"sizeNumber":"08D","sizeCompletionQuantity":119,"sizeTargetQuantity":119},{"sizeNumber":"08.5D","sizeCompletionQuantity":158,"sizeTargetQuantity":158},{"sizeNumber":"09D","sizeCompletionQuantity":178,"sizeTargetQuantity":178},{"sizeNumber":"09.5D","sizeCompletionQuantity":223,"sizeTargetQuantity":223},{"sizeNumber":"10D","sizeCompletionQuantity":228,"sizeTargetQuantity":228},{"sizeNumber":"10.5D","sizeCompletionQuantity":133,"sizeTargetQuantity":133},{"sizeNumber":"11D","sizeCompletionQuantity":181,"sizeTargetQuantity":181},{"sizeNumber":"11.5D","sizeCompletionQuantity":58,"sizeTargetQuantity":58},{"sizeNumber":"12D","sizeCompletionQuantity":67,"sizeTargetQuantity":67},{"sizeNumber":"12.5D","sizeCompletionQuantity":23,"sizeTargetQuantity":23},{"sizeNumber":"13D","sizeCompletionQuantity":24,"sizeTargetQuantity":24},{"sizeNumber":"14D","sizeCompletionQuantity":7,"sizeTargetQuantity":7},{"sizeNumber":"15D","sizeCompletionQuantity":0,"sizeTargetQuantity":4},{"sizeNumber":"16D","sizeCompletionQuantity":0,"sizeTargetQuantity":2}]},{"stageCode":"WIP8","completionQuantity":1408,"sizeList":[{"sizeNumber":"07D","sizeCompletionQuantity":31,"sizeTargetQuantity":31},{"sizeNumber":"07.5D","sizeCompletionQuantity":30,"sizeTargetQuantity":33},{"sizeNumber":"08D","sizeCompletionQuantity":119,"sizeTargetQuantity":119},{"sizeNumber":"08.5D","sizeCompletionQuantity":152,"sizeTargetQuantity":158},{"sizeNumber":"09D","sizeCompletionQuantity":175,"sizeTargetQuantity":178},{"sizeNumber":"09.5D","sizeCompletionQuantity":223,"sizeTargetQuantity":223},{"sizeNumber":"10D","sizeCompletionQuantity":210,"sizeTargetQuantity":228},{"sizeNumber":"10.5D","sizeCompletionQuantity":133,"sizeTargetQuantity":133},{"sizeNumber":"11D","sizeCompletionQuantity":181,"sizeTargetQuantity":181},{"sizeNumber":"11.5D","sizeCompletionQuantity":58,"sizeTargetQuantity":58},{"sizeNumber":"12D","sizeCompletionQuantity":66,"sizeTargetQuantity":67},{"sizeNumber":"12.5D","sizeCompletionQuantity":23,"sizeTargetQuantity":23},{"sizeNumber":"13D","sizeCompletionQuantity":0,"sizeTargetQuantity":24},{"sizeNumber":"14D","sizeCompletionQuantity":7,"sizeTargetQuantity":7},{"sizeNumber":"15D","sizeCompletionQuantity":0,"sizeTargetQuantity":4},{"sizeNumber":"16D","sizeCompletionQuantity":0,"sizeTargetQuantity":2}]},{"stageCode":"FG10","completionQuantity":1374,"sizeList":[{"sizeNumber":"08D","sizeCompletionQuantity":119,"sizeTargetQuantity":119},{"sizeNumber":"07.5D","sizeCompletionQuantity":33,"sizeTargetQuantity":33},{"sizeNumber":"11D","sizeCompletionQuantity":181,"sizeTargetQuantity":181},{"sizeNumber":"12.5D","sizeCompletionQuantity":19,"sizeTargetQuantity":23},{"sizeNumber":"07D","sizeCompletionQuantity":31,"sizeTargetQuantity":31},{"sizeNumber":"08.5D","sizeCompletionQuantity":128,"sizeTargetQuantity":158},{"sizeNumber":"11.5D","sizeCompletionQuantity":58,"sizeTargetQuantity":58},{"sizeNumber":"12D","sizeCompletionQuantity":67,"sizeTargetQuantity":67},{"sizeNumber":"13D","sizeCompletionQuantity":0,"sizeTargetQuantity":24},{"sizeNumber":"09D","sizeCompletionQuantity":172,"sizeTargetQuantity":178},{"sizeNumber":"14D","sizeCompletionQuantity":6,"sizeTargetQuantity":7},{"sizeNumber":"09.5D","sizeCompletionQuantity":223,"sizeTargetQuantity":223},{"sizeNumber":"16D","sizeCompletionQuantity":0,"sizeTargetQuantity":2},{"sizeNumber":"10D","sizeCompletionQuantity":204,"sizeTargetQuantity":228},{"sizeNumber":"10.5D","sizeCompletionQuantity":133,"sizeTargetQuantity":133},{"sizeNumber":"15D","sizeCompletionQuantity":0,"sizeTargetQuantity":4}]},{"stageCode":"FG14","completionQuantity":0,"sizeList":[{"sizeNumber":"07D","sizeCompletionQuantity":0,"sizeTargetQuantity":31},{"sizeNumber":"08.5D","sizeCompletionQuantity":0,"sizeTargetQuantity":158},{"sizeNumber":"11.5D","sizeCompletionQuantity":0,"sizeTargetQuantity":58},{"sizeNumber":"12D","sizeCompletionQuantity":0,"sizeTargetQuantity":67},{"sizeNumber":"13D","sizeCompletionQuantity":0,"sizeTargetQuantity":24},{"sizeNumber":"08D","sizeCompletionQuantity":0,"sizeTargetQuantity":119},{"sizeNumber":"10D","sizeCompletionQuantity":0,"sizeTargetQuantity":228},{"sizeNumber":"10.5D","sizeCompletionQuantity":0,"sizeTargetQuantity":133},{"sizeNumber":"15D","sizeCompletionQuantity":0,"sizeTargetQuantity":4},{"sizeNumber":"07.5D","sizeCompletionQuantity":0,"sizeTargetQuantity":33},{"sizeNumber":"09D","sizeCompletionQuantity":0,"sizeTargetQuantity":178},{"sizeNumber":"14D","sizeCompletionQuantity":0,"sizeTargetQuantity":7},{"sizeNumber":"09.5D","sizeCompletionQuantity":0,"sizeTargetQuantity":223},{"sizeNumber":"16D","sizeCompletionQuantity":0,"sizeTargetQuantity":2},{"sizeNumber":"11D","sizeCompletionQuantity":0,"sizeTargetQuantity":181},{"sizeNumber":"12.5D","sizeCompletionQuantity":0,"sizeTargetQuantity":23}]}],"XFDetail":[]}],"message":"success"}
